snippet,keywords,news_desk,headline,pub_date,negative,positive,sentiment_score
"The Pentagon said the decision was because of military readiness, but it comes as the Republican senator from Alabama has held up military promotions to protest an abortion access policy.","[{'name': 'subject', 'value': 'United States Politics and Government', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'United States Defense and Military Forces', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Abortion', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'United States Space Force', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Biden, Joseph R Jr', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Tuberville, Tommy', 'rank': 6, 'major': 'N'}, {'name': 'glocations', 'value': 'Alabama', 'rank': 7, 'major': 'N'}, {'name': 'glocations', 'value': 'Colorado Springs (Colo)', 'rank': 8, 'major': 'N'}]",Washington,"{'main': 'Biden Cancels Space Command Move to Alabama Amid Tuberville Feud', 'kicker': None, 'content_kicker': None, 'print_headline': 'Biden Cancels Space Command Move to Alabama Amid Senator Dispute', 'name': None, 'seo': None, 'sub': None}",2023-08-01T00:27:55+0000,0.9951268434524536,0.004873179364949465,-0.9902536640875041
He played dozens of memorable roles on big and small screens throughout his career. We’ve rounded up what to watch and where to watch it.,"[{'name': 'subject', 'value': 'Television', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Movies', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Reubens, Paul', 'rank': 3, 'major': 'N'}, {'name': 'creative_works', 'value': ""Pee-wee's Playhouse (TV Program)"", 'rank': 4, 'major': 'N'}, {'name': 'creative_works', 'value': ""Pee-wee's Big Adventure (Movie)"", 'rank': 5, 'major': 'N'}, {'name': 'creative_works', 'value': 'Mosaic (TV Program)', 'rank': 6, 'major': 'N'}, {'name': 'creative_works', 'value': '30 Rock (TV Program)', 'rank': 7, 'major': 'N'}, {'name': 'creative_works', 'value': 'Buffy the Vampire Slayer (TV Program)', 'rank': 8, 'major': 'N'}, {'name': 'creative_works', 'value': 'Portlandia (TV Program)', 'rank': 9, 'major': 'N'}, {'name': 'creative_works', 'value': 'The Nightmare Before Christmas (Movie)', 'rank': 10, 'major': 'N'}, {'name': 'creative_works', 'value': 'Flight of the Navigator (Movie)', 'rank': 11, 'major': 'N'}, {'name': 'subject', 'value': 'Actors and Actresses', 'rank': 12, 'major': 'N'}]",Culture,"{'main': 'Paul Reubens Was More Than Pee-wee. Here are 8 Great Performances.', 'kicker': None, 'content_kicker': None, 'print_headline': 'Paul Reubens: Going Beyond The Bow Tie', 'name': None, 'seo': None, 'sub': None}",2023-08-01T01:15:10+0000,0.0002691961417440325,0.9997307658195496,0.9994615696778055
The scramble to cover legal bills for former President Donald J. Trump and his associates has prompted what appears to be the largest refund in federal campaign finance history.,"[{'name': 'subject', 'value': 'Campaign Finance', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Presidential Election of 2024', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Federal Criminal Case Against Trump (Documents Case)', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Political Action Committees', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'United States Politics and Government', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Trump, Donald J', 'rank': 6, 'major': 'N'}, {'name': 'organizations', 'value': 'Save America PAC', 'rank': 7, 'major': 'N'}, {'name': 'organizations', 'value': 'Make America Great Again Inc', 'rank': 8, 'major': 'N'}, {'name': 'organizations', 'value': 'Republican Party', 'rank': 9, 'major': 'N'}]",Politics,"{'main': 'After Paying Lawyers, Trump’s PAC Is Nearly Broke', 'kicker': None, 'content_kicker': None, 'print_headline': 'Trump’s PAC Is Nearly Broke After Paying Large Legal Bills', 'name': None, 'seo': None, 'sub': None}",2023-08-01T03:00:04+0000,0.9891191720962524,0.010880840942263603,-0.9782383311539888
Anthropologists are finding that women in modern foraging societies have played a major role in catching game.,"[{'name': 'subject', 'value': 'your-feed-science', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Archaeology and Anthropology', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Women and Girls', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Hunting and Trapping', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'PLoS One (Journal)', 'rank': 5, 'major': 'N'}, {'name': 'glocations', 'value': 'Peru', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'internal-open-access-from-nl', 'rank': 7, 'major': 'N'}]",Science,"{'main': 'Move Over, Men: Women Were Hunters, Too', 'kicker': None, 'content_kicker': None, 'print_headline': 'Gatherers Got Game: Women Were Hunters, Too', 'name': None, 'seo': None, 'sub': None}",2023-08-01T04:01:13+0000,0.01412392221391201,0.9858761429786682,0.9717522207647562
"A new law underscores how Vladimir V. Putin is increasingly using the war in Ukraine as justification for greater restrictions on L.G.B.T.Q. life, portraying it as a consequence of deviant Western values.","[{'name': 'glocations', 'value': 'Russia', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Putin, Vladimir V', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Homosexuality and Bisexuality', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Transgender', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Discrimination', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Law and Legislation', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Russian Invasion of Ukraine (2022)', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Politics and Government', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'Propaganda', 'rank': 9, 'major': 'N'}, {'name': 'glocations', 'value': 'Ukraine', 'rank': 10, 'major': 'N'}]",Foreign,"{'main': 'Putin’s Crackdown Leaves Transgender Russians Bracing for Worse', 'kicker': None, 'content_kicker': None, 'print_headline': 'Fear Grips Transgender Russians As War Intensifies a Crackdown', 'name': None, 'seo': None, 'sub': None}",2023-08-01T04:01:14+0000,0.9907187819480896,0.009281276725232601,-0.981437505222857
"The civilian leader, who was ousted in a coup in 2021, had six years cut from a 33-year prison sentence and five of her 19 convictions overturned, state television said.","[{'name': 'glocations', 'value': 'Myanmar', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Aung San Suu Kyi', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Political Prisoners', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Politics and Government', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Civilian Casualties', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': ""Coups D'Etat and Attempted Coups D'Etat"", 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Decisions and Verdicts', 'rank': 7, 'major': 'N'}]",Foreign,"{'main': 'Aung San Suu Kyi’s Prison Sentence Reduced in Myanmar', 'kicker': None, 'content_kicker': None, 'print_headline': 'In Myanmar,  Junta Lowers Prison Term  For Ex-Leader', 'name': None, 'seo': None, 'sub': None}",2023-08-01T06:25:26+0000,0.9828285574913025,0.017171422019600868,-0.9656571354717016
"The share of Republicans saying the former president has committed “serious federal crimes” has grown modestly, according to a new poll from The New York Times and Siena College.","[{'name': 'subject', 'value': 'Polls and Public Opinion', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'United States Politics and Government', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'New York Times/Siena College Poll', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'Republican Party', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Trump, Donald J', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Classified Information and State Secrets', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Presidential Election of 2024', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Federal Criminal Case Against Trump (Documents Case)', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'Federal Criminal Case Against Trump (2020 Election Case)', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'New York State Criminal Case Against Trump (71543-23)', 'rank': 10, 'major': 'N'}]",Politics,"{'main': 'More Republicans Say Trump Committed Crimes. But They Still Support Him.', 'kicker': None, 'content_kicker': None, 'print_headline': 'More Republicans Say Trump Has Committed Crimes', 'name': None, 'seo': None, 'sub': None}",2023-08-01T07:00:19+0000,0.07128021866083145,0.9287198185920715,0.8574395999312401
A New York Times/Siena College poll found that President Biden is on stronger footing than he was a year ago — but he is neck-and-neck in a possible rematch against Donald Trump.,"[{'name': 'persons', 'value': 'Biden, Joseph R Jr', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Trump, Donald J', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'Democratic Party', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'Republican Party', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Presidential Election of 2024', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'New York Times/Siena College Poll', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Polls and Public Opinion', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'United States Politics and Government', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'Primaries and Caucuses', 'rank': 9, 'major': 'N'}]",Politics,"{'main': 'Biden Shores Up Democratic Support, but Faces Tight Race Against Trump', 'kicker': None, 'content_kicker': None, 'print_headline': 'Biden Shores Up Party’s Support, But Passion Sags', 'name': None, 'seo': None, 'sub': None}",2023-08-01T07:00:21+0000,0.008063510060310364,0.9919365644454956,0.9838730543851852
"Four of the 13 books that will compete for the prestigious literary award are debuts, in a longlist that the judges said was “defined by its freshness.”","[{'name': 'subject', 'value': 'Man Booker Prize', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Books and Literature', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Barry, Sebastian', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Escoffery, Jonathan', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Harding, Paul', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Maroo, Chetna', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'Murray, Paul (1975- )', 'rank': 7, 'major': 'N'}, {'name': 'creative_works', 'value': 'If I Survive You (Book)', 'rank': 8, 'major': 'N'}, {'name': 'creative_works', 'value': 'The Bee Sting: A Novel (Book)', 'rank': 9, 'major': 'N'}]",Culture,"{'main': 'New Voices Dominate Booker Prize Nominations', 'kicker': None, 'content_kicker': None, 'print_headline': 'New Voices Dominate Booker Prize Nominations', 'name': None, 'seo': None, 'sub': None}",2023-08-01T08:00:12+0000,0.001197043457068503,0.998802900314331,0.9976058568572626
The Japanese subsidiary of Warner Bros. criticized what it called insensitive promotion of “Barbie” by the company’s headquarters.,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'creative_works', 'value': 'Barbie (Movie)', 'rank': 2, 'major': 'N'}, {'name': 'creative_works', 'value': 'Oppenheimer (Movie)', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'Japan', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Box Office Sales', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Social Media', 'rank': 6, 'major': 'N'}, {'name': 'organizations', 'value': 'Warner Brothers', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Nuclear Weapons', 'rank': 8, 'major': 'N'}]",Foreign,"{'main': '‘Barbenheimer’ Isn’t Funny in Nuclear-Scarred Japan', 'kicker': None, 'content_kicker': None, 'print_headline': 'In Nuclear-Scarred Japan, ‘Barbenheimer’ Memes Provoke Anger', 'name': None, 'seo': None, 'sub': None}",2023-08-01T08:33:20+0000,0.9977509379386902,0.0022490830160677433,-0.9955018549226224
