snippet,keywords,news_desk,headline,pub_date,negative,positive,sentiment_score
"A 6-foot-10 American, Isner had announced he would retire following the tournament. Losses in singles and doubles on Thursday ended a career known for powerful serves and a marathon match.","[{'name': 'subject', 'value': 'Tennis', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'United States Open (Tennis)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Isner, John', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Content Type: Personal Profile', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Mmoh, Michael (1998- )', 'rank': 5, 'major': 'N'}]",Sports,"{'main': 'John Isner Says Goodbye to Pro Tennis at the U.S. Open', 'kicker': None, 'content_kicker': None, 'print_headline': 'For Isner, It’s a Tough Ending to His Career, but the Right Time to Move On', 'name': None, 'seo': None, 'sub': None}",2023-09-01T01:57:49+0000,0.19757024943828583,0.8024297952651978,0.6048595458269119
"In an audio recording made just before the first G.O.P. debate, the super PAC’s chief strategist disparaged rivals and described an expensive attempt to thwart Donald Trump in Iowa.","[{'name': 'subject', 'value': 'Presidential Election of 2024', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'DeSantis, Ron', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Campaign Finance', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'Never Back Down Inc', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Roe, Jeffrey B (1970- )', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Debates (Political)', 'rank': 6, 'major': 'N'}]",Politics,"{'main': 'DeSantis Super PAC’s Urgent Plea to Donors: ‘We Need 50 Million Bucks’', 'kicker': None, 'content_kicker': None, 'print_headline': 'DeSantis Super PAC’s Plea: ‘We Need 50 Million Bucks’', 'name': None, 'seo': None, 'sub': None}",2023-09-01T02:02:31+0000,0.9974840879440308,0.002515853848308325,-0.9949682340957224
A former Goldman Sachs trader moved to the Bay Area to make it in tech. He ended up buying rural land with money from some of Silicon Valley’s wealthiest people.,"[{'name': 'subject', 'value': 'Area Planning and Renewal', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Land Use Policies', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Real Estate (Commercial)', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Real Estate and Housing (Residential)', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Venture Capital', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'High Net Worth Individuals', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Content Type: Personal Profile', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Computers and the Internet', 'rank': 8, 'major': 'N'}, {'name': 'persons', 'value': 'Sramek, Jan (Entrepreneur)', 'rank': 9, 'major': 'N'}, {'name': 'organizations', 'value': 'Flannery Associates', 'rank': 10, 'major': 'N'}, {'name': 'organizations', 'value': 'California Forever LP', 'rank': 11, 'major': 'N'}, {'name': 'persons', 'value': 'Collison, Patrick', 'rank': 12, 'major': 'N'}, {'name': 'organizations', 'value': 'Stripe Inc', 'rank': 13, 'major': 'N'}, {'name': 'persons', 'value': 'Moritz, Michael Jonathan', 'rank': 14, 'major': 'N'}, {'name': 'persons', 'value': 'Andreessen, Marc L', 'rank': 15, 'major': 'N'}, {'name': 'organizations', 'value': 'Andreessen Horowitz', 'rank': 16, 'major': 'N'}, {'name': 'glocations', 'value': 'Solano County (Calif)', 'rank': 17, 'major': 'N'}, {'name': 'glocations', 'value': 'San Francisco Bay Area (Calif)', 'rank': 18, 'major': 'N'}, {'name': 'glocations', 'value': 'Vallejo (Calif)', 'rank': 19, 'major': 'N'}]",Business,"{'main': 'How the Dream of Building a California City From Scratch Got Started', 'kicker': None, 'content_kicker': None, 'print_headline': 'Tracing Roots of Movement For a New City in California', 'name': None, 'seo': None, 'sub': None}",2023-09-01T02:13:29+0000,0.02543819323182106,0.9745618104934692,0.9491236172616482
"Tired of being deferential to men in my relationships, I decided to create my own drag king persona.","[{'name': 'subject', 'value': 'Love (Emotion)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'internal-sub-only', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Dating and Relationships', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'Buenos Aires (Argentina)', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'internal-open-access-from-nl', 'rank': 5, 'major': 'N'}]",Styles,"{'main': 'Why I Dress (and Act) Like a Man', 'kicker': 'Modern Love', 'content_kicker': None, 'print_headline': 'Why I Dress (and Act) Like a Man', 'name': None, 'seo': None, 'sub': None}",2023-09-01T04:00:11+0000,0.9979617595672607,0.0020382108632475138,-0.9959235487040132
"Olivia Castor and Austin McNair met at Harvard through Ms. Castor’s roommate, who had a knack for matchmaking.","[{'name': 'subject', 'value': 'Dating and Relationships', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Weddings and Engagements', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Dormitories', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Colleges and Universities', 'rank': 4, 'major': 'N'}]",Styles,"{'main': 'Finding Her ‘Barack Obama’ With the Help of a Friend', 'kicker': 'Mini-Vows', 'content_kicker': None, 'print_headline': 'She Wasn’t Interested. Her Matchmaker Disagreed.', 'name': None, 'seo': None, 'sub': None}",2023-09-01T04:00:15+0000,0.0021186056546866894,0.9978813529014587,0.995762747246772
"Vipin Chamakkala and Amanda Robson, who both work in venture capital, met two years ago while working temporarily in New York.","[{'name': 'subject', 'value': 'Weddings and Engagements', 'rank': 1, 'major': 'N'}]",Styles,"{'main': 'Finding a Lifetime Karaoke Partner Miles From Home', 'kicker': 'Mini-Vows', 'content_kicker': None, 'print_headline': 'One Karaoke Kid Rock, and a Surplus of Sheryl Crows', 'name': None, 'seo': None, 'sub': None}",2023-09-01T04:00:17+0000,0.00678016385063529,0.9932199120521545,0.9864397482015193
"Dr. Stephen Meeneghan, a naturopathic doctor, was hesitant when he received a message on a dating app from Ryan Cassata, a transgender advocate and musician. Yet they clicked right away.","[{'name': 'subject', 'value': 'Weddings and Engagements', 'rank': 1, 'major': 'N'}]",Styles,"{'main': 'Making It Official With a Song and a Scroll', 'kicker': 'Mini-Vows', 'content_kicker': None, 'print_headline': 'Making It All Official With a Song and a Scroll', 'name': None, 'seo': None, 'sub': None}",2023-09-01T04:00:18+0000,0.004689521621912718,0.9953104853630066,0.9906209637410939
"Jennifer Lee and Dr. Sachin Jain bonded over commonalities in their upbringings. They also discovered, after separate car accidents, that they could count on each other.","[{'name': 'subject', 'value': 'Weddings and Engagements', 'rank': 1, 'major': 'N'}]",Styles,"{'main': 'In a Crisis (or Two), They Both Knew Where to Turn for Help', 'kicker': 'Vows', 'content_kicker': None, 'print_headline': 'Lucky in Love, but Not With Toyota Priuses', 'name': None, 'seo': None, 'sub': None}",2023-09-01T04:00:18+0000,0.00031240578391589224,0.999687671661377,0.9993752658774611
"After it fired a worker for theft and its director stepped down, the museum faces renewed calls to give back contested objects and an uphill battle to raise funds for refurbishment.","[{'name': 'subject', 'value': 'Museums', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Robberies and Thefts', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Arts and Antiquities Looting', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Philanthropy', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'British Museum', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Fischer, Hartwig', 'rank': 6, 'major': 'N'}, {'name': 'glocations', 'value': 'London (England)', 'rank': 7, 'major': 'N'}]",Culture,"{'main': 'A Scandal and Its Fallout Compound the British Museum’s Woes', 'kicker': None, 'content_kicker': None, 'print_headline': 'Scandal Adds to Woes Facing the British Museum', 'name': None, 'seo': None, 'sub': None}",2023-09-01T04:01:12+0000,0.9882588386535645,0.011741158552467823,-0.9765176801010966
"As Waltz’s Berlin troupe commemorates its anniversary, its founder looks back on the lessons of those years, and forward to what comes next.","[{'name': 'subject', 'value': 'Dancing', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Content Type: Personal Profile', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Waltz, Sasha', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'Sasha Waltz & Guests (Dance Co)', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'Staatsballett Berlin', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'Schaubuhne am Lehniner Platz', 'rank': 6, 'major': 'N'}, {'name': 'organizations', 'value': 'Sophiensaele (Berlin, Germany, Theater)', 'rank': 7, 'major': 'N'}, {'name': 'glocations', 'value': 'Berlin (Germany)', 'rank': 8, 'major': 'N'}, {'name': 'glocations', 'value': 'Germany', 'rank': 9, 'major': 'N'}]",Culture,"{'main': 'Sasha Waltz’s Dance Company: 30 Years of Giving Form to Feeling', 'kicker': None, 'content_kicker': None, 'print_headline': 'For 30 Years, Giving Form to Feeling in Berlin', 'name': None, 'seo': None, 'sub': None}",2023-09-01T04:01:18+0000,0.00045721043716184795,0.9995428323745728,0.9990856219374109
