snippet,keywords,news_desk,headline,pub_date,negative,positive,sentiment_score
The Mediterranean fruit fly lays eggs that hatch into maggots inside fruit. Officials plan to halt population growth by dropping millions of sterile male flies over the affected region.,"[{'name': 'subject', 'value': 'Fruit Flies', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Pesticides', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Agriculture and Farming', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Fruit', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Vegetables', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'AGRICULTURE DEPARTMENT', 'rank': 6, 'major': 'N'}, {'name': 'glocations', 'value': 'California', 'rank': 7, 'major': 'N'}, {'name': 'glocations', 'value': 'Los Angeles (Calif)', 'rank': 8, 'major': 'N'}]",Express,"{'main': 'Fruit Flies Are Invading Los Angeles. The Solution? More Fruit Flies.', 'kicker': None, 'content_kicker': None, 'print_headline': 'California Has a Birth Control Plan for Fruit Flies', 'name': None, 'seo': None, 'sub': None}",2023-11-01T00:09:56+0000,0.9981667995452881,0.0018332013860344887,-0.9963335981592536
The Oct. 7 Hamas assault on Israel and a surge in acts of antisemitism have awakened a repressed horror in Jewish populations across the continent.,"[{'name': 'glocations', 'value': 'Europe', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Jews and Judaism', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Anti-Semitism', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Hate Crimes', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Fear (Emotion)', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Israel-Gaza War (2023- )', 'rank': 6, 'major': 'N'}, {'name': 'glocations', 'value': 'Israel', 'rank': 7, 'major': 'N'}, {'name': 'glocations', 'value': 'Gaza Strip', 'rank': 8, 'major': 'N'}, {'name': 'glocations', 'value': 'West Bank', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'International Relations', 'rank': 10, 'major': 'N'}, {'name': 'subject', 'value': 'Politics and Government', 'rank': 11, 'major': 'N'}, {'name': 'subject', 'value': 'Holocaust and the Nazi Era', 'rank': 12, 'major': 'N'}, {'name': 'subject', 'value': 'Muslims and Islam', 'rank': 13, 'major': 'N'}, {'name': 'subject', 'value': 'Palestinians', 'rank': 14, 'major': 'N'}, {'name': 'subject', 'value': 'Terrorism', 'rank': 15, 'major': 'N'}, {'name': 'subject', 'value': 'Demonstrations, Protests and Riots', 'rank': 16, 'major': 'N'}, {'name': 'subject', 'value': 'Threats and Threatening Messages', 'rank': 17, 'major': 'N'}]",Foreign,"{'main': 'For Europe’s Jews, a World of Fear', 'kicker': None, 'content_kicker': None, 'print_headline': 'Familiar Fear Gripping Jews Across Europe', 'name': None, 'seo': None, 'sub': None}",2023-11-01T00:46:02+0000,0.986527144908905,0.01347287092357874,-0.9730542739853263
The model and television host dressed as a giant peacock with some help from Cirque du Soleil.,"[{'name': 'subject', 'value': 'Circuses', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Halloween', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Models (Professional)', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Klum, Heidi', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'Cirque du Soleil', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'Top Model', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Peacocks and Peahens', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Performance Art', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'ACROBATS AND ACROBATICS', 'rank': 9, 'major': 'N'}]",Styles,"{'main': 'It’s a Bird. It’s a Dame. It’s Heidi Klum’s Halloween Costume.', 'kicker': None, 'content_kicker': None, 'print_headline': 'A Halloween Fit for Heidi Klum', 'name': None, 'seo': None, 'sub': None}",2023-11-01T03:01:29+0000,0.19539253413677216,0.8046074509620667,0.6092149168252945
"Migrant workers, who moved from China’s villages to its big cities, were a secret weapon building the economy. Now many see few options.","[{'name': 'subject', 'value': 'Coronavirus (2019-nCoV)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Labor and Jobs', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Migrant Labor (Non-Agriculture)', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Economic Conditions and Trends', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Xi Jinping', 'rank': 5, 'major': 'N'}, {'name': 'glocations', 'value': 'China', 'rank': 6, 'major': 'N'}]",Business,"{'main': 'They Propelled China’s Rise. Now They Have Nothing to Fall Back On.', 'kicker': 'the new new world', 'content_kicker': None, 'print_headline': 'They Bolstered China’s Backbone. Now They Have Nothing to Fall Back On.', 'name': None, 'seo': None, 'sub': None}",2023-11-01T04:01:12+0000,0.9922609925270081,0.007739027496427298,-0.9845219650305808
"The party was riding high when it entered the government two years ago. Now it is stumbling, blamed for driving voters to the far right.","[{'name': 'glocations', 'value': 'Germany', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Green Party (Germany)', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Politics and Government', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Polls and Public Opinion', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Elections', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Right-Wing Extremism and Alt-Right', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Alternative and Renewable Energy', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Heating', 'rank': 8, 'major': 'N'}, {'name': 'persons', 'value': 'Baerbock, Annalena', 'rank': 9, 'major': 'N'}, {'name': 'persons', 'value': 'Habeck, Robert', 'rank': 10, 'major': 'N'}, {'name': 'persons', 'value': 'Scholz, Olaf (1958- )', 'rank': 11, 'major': 'N'}, {'name': 'organizations', 'value': 'Social Democratic Party (Germany)', 'rank': 12, 'major': 'N'}, {'name': 'organizations', 'value': 'Alternative for Germany', 'rank': 13, 'major': 'N'}]",Foreign,"{'main': 'How Germany’s Greens Lost Their Luster', 'kicker': None, 'content_kicker': None, 'print_headline': 'Germany Turns Its Shoulder Against the Greens', 'name': None, 'seo': None, 'sub': None}",2023-11-01T04:01:20+0000,0.9986894726753235,0.001310581574216485,-0.997378891101107
"In London for an artificial intelligence summit, Vice President Kamala Harris urged global leaders to address the technology’s effect on vulnerable groups.","[{'name': 'persons', 'value': 'Harris, Kamala D', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Artificial Intelligence', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Discrimination', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Executive Orders and Memorandums', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Biden, Joseph R Jr', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'United States Politics and Government', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'United States International Relations', 'rank': 7, 'major': 'N'}, {'name': 'organizations', 'value': 'Office of Management and Budget (US)', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'Regulation and Deregulation of Industry', 'rank': 9, 'major': 'N'}]",Washington,"{'main': 'Harris Warns That the ‘Existential Threats’ of A.I. Are Already Here', 'kicker': None, 'content_kicker': None, 'print_headline': 'Harris Tasks World Leaders With Tackling Threats From Technology', 'name': None, 'seo': None, 'sub': None}",2023-11-01T06:00:09+0000,0.005207314621657133,0.994792640209198,0.9895853255875409
Two designers and graphics editors teamed up with a Food reporter to answer a question that has haunted New Yorkers: How can you snag a hard-to-get restaurant reservation?,"[{'name': 'subject', 'value': 'Restaurants', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Food', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Indian Food (Cuisine)', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'Resy Network Inc', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'Semma (Manhattan, NY, Restaurant)', 'rank': 5, 'major': 'N'}]",Insider,"{'main': 'A Story Revealed in Data, Dining and Dosas', 'kicker': None, 'content_kicker': None, 'print_headline': 'A Story Revealed in Data, Dining and Dosas', 'name': None, 'seo': None, 'sub': None}",2023-11-01T07:00:48+0000,0.01260729506611824,0.9873927235603333,0.974785428494215
"At a U.K. summit, 28 governments, including China and the U.S., signed a declaration agreeing to cooperate on evaluating the risks of artificial intelligence.","[{'name': 'subject', 'value': 'International Relations', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Politics and Government', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Artificial Intelligence', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Cryptography, Codes and Ciphers', 'rank': 4, 'major': 'N'}, {'name': 'glocations', 'value': 'Great Britain', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Sunak, Rishi (1980- )', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'United States International Relations', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'World War II (1939-45)', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'Historic Buildings and Sites', 'rank': 9, 'major': 'N'}, {'name': 'organizations', 'value': 'Bletchley Park', 'rank': 10, 'major': 'N'}, {'name': 'organizations', 'value': 'European Commission', 'rank': 11, 'major': 'N'}, {'name': 'organizations', 'value': 'OpenAI Labs', 'rank': 12, 'major': 'N'}, {'name': 'persons', 'value': 'Harris, Kamala D', 'rank': 13, 'major': 'N'}, {'name': 'persons', 'value': 'Musk, Elon', 'rank': 14, 'major': 'N'}, {'name': 'persons', 'value': 'Turing, Alan M', 'rank': 15, 'major': 'N'}]",Foreign,"{'main': 'Global Leaders Warn A.I. Could Cause ‘Catastrophic’ Harm', 'kicker': None, 'content_kicker': None, 'print_headline': 'Governments Warn A.I. Poses Risk of ‘Catastrophic’ Harm', 'name': None, 'seo': None, 'sub': None}",2023-11-01T08:16:54+0000,0.3568955957889557,0.6431044340133667,0.286208838224411
Chinese backpacker hostels offering bunk beds for a few dollars a night have become hubs for the anxiety and ambitions of job-seeking youth.,"[{'name': 'subject', 'value': 'Youth', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Layoffs and Job Reductions', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Hotels and Travel Lodgings', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'China', 'rank': 4, 'major': 'N'}, {'name': 'glocations', 'value': 'Shanghai (China)', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Labor and Jobs', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Careers and Professions', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Unemployment', 'rank': 8, 'major': 'N'}]",Foreign,"{'main': 'For China’s Jobless Young People, Hostels Are the Place to Be', 'kicker': 'Shanghai Dispatch', 'content_kicker': None, 'print_headline': 'Searching for Work While Tossing and Turning in Cheap Rooms', 'name': None, 'seo': None, 'sub': None}",2023-11-01T09:00:44+0000,0.9165612459182739,0.08343877643346786,-0.8331224694848061
"Ray Dalio’s investing tactics have always been a closely kept secret, even inside Bridgewater Associates. Several years ago, some of Wall Street’s biggest names set out to discover his edge.","[{'name': 'organizations', 'value': 'Bridgewater Associates', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Dalio, Raymond (1949- )', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Hedge Funds', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Banking and Financial Institutions', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Regulation and Deregulation of Industry', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'internal-great-read', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'internal-sub-only', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'audio-neutral-informative', 'rank': 8, 'major': 'N'}]",SundayBusiness,"{'main': 'How Does the World’s Largest Hedge Fund Really Make Its Money?', 'kicker': None, 'content_kicker': None, 'print_headline': 'How the Giant Of Hedge Funds Really Makes  Its Money', 'name': None, 'seo': None, 'sub': None}",2023-11-01T09:00:47+0000,0.011807739734649658,0.9881922602653503,0.9763845205307007
