snippet,keywords,news_desk,headline,pub_date,negative,positive,sentiment_score
"“He has an energy that’s fun to hate,” the British actor said of his swaggering vampire character in AMC’s series-length Anne Rice adaptation.","[{'name': 'persons', 'value': 'Rice, Anne', 'rank': 1, 'major': 'N'}, {'name': 'creative_works', 'value': ""Anne Rice's Interview With the Vampire (TV Program)"", 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'AMC (TV Network)', 'rank': 3, 'major': 'N'}]",Culture,"{'main': '‘Interview With the Vampire’: Ben Daniels on That Bloody Season 2 Finale', 'kicker': None, 'content_kicker': None, 'print_headline': 'For Vampirish ‘Interview’ Star, Just a Few More Questions', 'name': None, 'seo': None, 'sub': None}",2024-07-01T02:15:07+0000,0.014682129956781864,0.9853178262710571,0.9706356963142753
China’s leaders vowed to kick-start spending by offering subsidies for households to buy cars and appliances. But many consumers aren’t biting.,"[{'name': 'glocations', 'value': 'China', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Economic Conditions and Trends', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Jingdezhen (China)', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'Nanchang (China)', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Automobiles', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Electric and Hybrid Vehicles', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Factories and Manufacturing', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Consumer Behavior', 'rank': 8, 'major': 'N'}]",Business,"{'main': 'China Dangled Rebates to Lure People to Spend. It’s Not Enough.', 'kicker': None, 'content_kicker': None, 'print_headline': 'China’s Plan  To Kick-Start  Its Economy  Is a Misfire', 'name': None, 'seo': None, 'sub': None}",2024-07-01T04:01:11+0000,0.1276068538427353,0.8723931312561035,0.7447862774133682
It was a big day for the far-right National Rally. Just how big will not be clear until after a second round of voting.,"[{'name': 'subject', 'value': 'Right-Wing Extremism and Alt-Right', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'France', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Elections', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'National Rally (France)', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Macron, Emmanuel (1977- )', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Politics and Government', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'Attal, Gabriel', 'rank': 7, 'major': 'N'}, {'name': 'persons', 'value': 'Bardella, Jordan (1995- )', 'rank': 8, 'major': 'N'}, {'name': 'persons', 'value': 'Le Pen, Marine', 'rank': 9, 'major': 'N'}]",Foreign,"{'main': 'Five Takeaways From France’s Snap Election', 'kicker': None, 'content_kicker': None, 'print_headline': 'What’s Next for France After Far-Right’s Surge?', 'name': None, 'seo': None, 'sub': None}",2024-07-01T04:01:20+0000,0.0016357266576960683,0.998364269733429,0.9967285430757329
The multibillion-dollar deal will reverse a decision the plane maker made two decades ago to outsource production of key parts to independent suppliers.,"[{'name': 'subject', 'value': 'AIRLINES AND AIRPLANES', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Mergers, Acquisitions and Divestitures', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Factories and Manufacturing', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Outsourcing', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Aviation Accidents, Safety and Disasters', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Boeing 737 Max Groundings and Safety Concerns (2019)', 'rank': 6, 'major': 'N'}, {'name': 'organizations', 'value': 'Boeing Company', 'rank': 7, 'major': 'N'}, {'name': 'organizations', 'value': 'Spirit AeroSystems Inc', 'rank': 8, 'major': 'N'}]",Business,"{'main': 'Boeing Agrees to Buy Spirit AeroSystems, a Longtime Supplier', 'kicker': None, 'content_kicker': None, 'print_headline': 'Boeing Aims To Acquire Production Of Its Parts', 'name': None, 'seo': None, 'sub': None}",2024-07-01T04:53:33+0000,0.019416306167840958,0.980583667755127,0.961167361587286
Discovery airs its annual lineup of ocean terrors. And NBC airs the annual firework show in New York City.,"[{'name': 'subject', 'value': 'Television', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Movies', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'Conmebol', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Sharks', 'rank': 5, 'major': 'N'}]",Culture,"{'main': 'What’s on TV This Week: Shark Week and Macy’s Firework Show', 'kicker': None, 'content_kicker': None, 'print_headline': 'This Week on TV', 'name': None, 'seo': None, 'sub': None}",2024-07-01T05:00:12+0000,0.013279753737151623,0.9867202639579773,0.9734405102208257
"Myanmar’s junta, facing a growing popular rebellion, has plunged the country into economic crisis, reversing gains from a decade of civilian leadership.","[{'name': 'subject', 'value': 'Currency', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Inflation (Economics)', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Myanmar', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Prices (Fares, Fees and Rates)', 'rank': 4, 'major': 'N'}]",Foreign,"{'main': 'As Inflation Soars, Myanmar Shop Owners Are Jailed for Raising Wages', 'kicker': None, 'content_kicker': None, 'print_headline': 'As Inflation Soars, Myanmar’s Military Punishes Business Owners', 'name': None, 'seo': None, 'sub': None}",2024-07-01T06:14:21+0000,0.9719946384429932,0.028005385771393776,-0.9439892526715994
"Enormous pay packages are popping up for top lawyers, especially those favored by well-heeled private equity clients.","[{'name': 'subject', 'value': 'Legal Profession', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Private Equity', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Executive Compensation', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Wages and Salaries', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Bonuses', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'Cravath Swaine & Moore', 'rank': 6, 'major': 'N'}, {'name': 'organizations', 'value': 'Freshfields LLP', 'rank': 7, 'major': 'N'}, {'name': 'organizations', 'value': 'Kirkland & Ellis', 'rank': 8, 'major': 'N'}, {'name': 'organizations', 'value': 'Latham & Watkins LLP', 'rank': 9, 'major': 'N'}, {'name': 'organizations', 'value': 'Paul Weiss Rifkind Wharton & Garrison', 'rank': 10, 'major': 'N'}, {'name': 'organizations', 'value': 'Skadden, Arps, Slate, Meagher & Flom LLP', 'rank': 11, 'major': 'N'}, {'name': 'organizations', 'value': 'White & Case', 'rank': 12, 'major': 'N'}]",Business,"{'main': 'Pay for Lawyers Is So High People Are Comparing It to the N.B.A.', 'kicker': None, 'content_kicker': None, 'print_headline': 'Wall Street Law Firms Get Into Bidding Wars. Like at the N.B.A.', 'name': None, 'seo': None, 'sub': None}",2024-07-01T07:00:12+0000,0.0027388809248805046,0.9972611665725708,0.9945222856476903
Millions of Americans will be eating hot dogs this week. Here’s a streamlined method with a final easy tweak to ensure yours sizzles and snaps.,"[{'name': 'subject', 'value': 'Hot Dogs and Frankfurters', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Content Type: Service', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Cooking and Cookbooks', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Grilling (Cooking)', 'rank': 4, 'major': 'N'}, {'name': 'glocations', 'value': 'United States', 'rank': 5, 'major': 'N'}]",Dining,"{'main': 'The Unexpected Trick to Grilling Better Hot Dogs', 'kicker': None, 'content_kicker': None, 'print_headline': 'Simple Tips to Grilling Better Dogs', 'name': None, 'seo': None, 'sub': None}",2024-07-01T09:00:10+0000,0.013072623871266842,0.986927330493927,0.9738547066226602
"Actively Black, the company that will be dressing Team Nigeria, has gold-medal-worthy ambitions.","[{'name': 'organizations', 'value': 'Actively Black (Fashion Label)', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Smith, Lanny (1984- )', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Fashion and Apparel', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Black People', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Blacks', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Olympic Games (2024)', 'rank': 6, 'major': 'N'}, {'name': 'glocations', 'value': 'Nigeria', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'your-feed-fashion', 'rank': 8, 'major': 'N'}]",Styles,"{'main': 'The Small, Black-Owned Label Taking on the Big Brands in the Style Olympics', 'kicker': None, 'content_kicker': None, 'print_headline': 'Among Big Fashion Brands, an Underdog Label Arises', 'name': None, 'seo': None, 'sub': None}",2024-07-01T09:00:24+0000,0.0006287211435846984,0.999371349811554,0.9987426286679693
"Nearly 2,400 years ago, Plato worried that stories could corrupt susceptible minds. Moral panics over fiction have been common ever since.","[{'name': 'subject', 'value': 'Books and Literature', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Book Bans', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Censorship', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Democracy (Theory and Philosophy)', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Freedom of Speech and Expression', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Plato (428-348 BC)', 'rank': 6, 'major': 'N'}]",BookReview,"{'main': 'Book Bans Are on the Rise. But Fear of Fiction Is Nothing New.', 'kicker': 'Essay', 'content_kicker': None, 'print_headline': 'Essay / Fear of Fiction', 'name': None, 'seo': None, 'sub': None}",2024-07-01T09:00:35+0000,0.8647951483726501,0.13520488142967224,-0.7295902669429779
