snippet,keywords,news_desk,headline,pub_date,negative,positive,sentiment_score
"Gideon Cody, who orchestrated a widely criticized raid on The Marion County Record, was suspended indefinitely, a city official said on Saturday.","[{'name': 'subject', 'value': 'Newspapers', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Marion County Record (Newspaper)', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Search and Seizure', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'Marion (Kan)', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Police', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Records and Achievements', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Freedom of the Press', 'rank': 7, 'major': 'N'}]",Express,"{'main': 'Police Chief Who Ordered Raid on Kansas Newspaper Is Suspended', 'kicker': None, 'content_kicker': None, 'print_headline': 'Police Chief Who Ordered Newspaper Raid Is Suspended', 'name': None, 'seo': None, 'sub': None}",2023-10-01T00:47:45+0000,0.8569352030754089,0.14306481182575226,-0.7138703912496567
"The former governor of South Carolina, who was ambassador to the United Nations under Donald Trump, now needs to appeal to early state voters.","[{'name': 'persons', 'value': 'Haley, Nikki R', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Iowa', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Presidential Election of 2024', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'Republican Party', 'rank': 4, 'major': 'N'}]",Politics,"{'main': 'Nikki Haley Won the Debate Stage. Now, She’s Trying to Win Over Iowa.', 'kicker': None, 'content_kicker': None, 'print_headline': 'Haley Tries to Win Over Undecided Iowans', 'name': None, 'seo': None, 'sub': None}",2023-10-01T04:19:50+0000,0.9860739707946777,0.01392604224383831,-0.9721479285508394
"For The Veggie, a New York Times newsletter, Tanya Sichynsky mines her personal life for recipe ideas.","[{'name': 'subject', 'value': 'Vegetables', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Vegetarianism', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Cooking and Cookbooks', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Recipes', 'rank': 4, 'major': 'N'}]",Insider,"{'main': 'A Cooking Editor Who Finds Inspiration Everywhere', 'kicker': 'Times Insider', 'content_kicker': None, 'print_headline': 'Inspiration for the Vegetable-Curious', 'name': None, 'seo': None, 'sub': None}",2023-10-01T07:00:10+0000,0.2200472205877304,0.7799527645111084,0.559905543923378
"Through partnerships and 3-D printing, NASA is plotting how to build houses on the moon by 2040.","[{'name': 'subject', 'value': 'Moon', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Mars (Planet)', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'National Aeronautics and Space Administration', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Space and Astronomy', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Real Estate and Housing (Residential)', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Concrete', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Earth', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Science and Technology', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'Rocket Science and Propulsion', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'audio-neutral-informative', 'rank': 10, 'major': 'N'}, {'name': 'subject', 'value': 'audio-positive-happy', 'rank': 11, 'major': 'N'}]",RealEstate,"{'main': 'Maybe in Your Lifetime, People Will Live on the Moon and Then Mars', 'kicker': None, 'content_kicker': None, 'print_headline': 'Three Beds, Two Baths, Lunar-Like Backyard', 'name': None, 'seo': None, 'sub': None}",2023-10-01T07:00:20+0000,0.11878563463687897,0.8812143206596375,0.7624286860227585
"Russia has quietly been distributing its own flags throughout West Africa, where they are now considered “so cool.”","[{'name': 'glocations', 'value': 'Niger', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Russia', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'West Africa', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Flags, Emblems and Insignia', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'International Relations', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Politics and Government', 'rank': 6, 'major': 'N'}]",Foreign,"{'main': 'The Hottest New Accessory in Niger? A Russian Flag.', 'kicker': None, 'content_kicker': None, 'print_headline': 'The Trendiest Accessory In Niger? A Russian Flag.', 'name': None, 'seo': None, 'sub': None}",2023-10-01T07:00:26+0000,0.032072294503450394,0.9679276347160339,0.9358553402125835
"One of the rarest editions of The New York Times, from election night in 2000, never made it further than the newsroom.","[{'name': 'subject', 'value': 'Newspapers', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Lelyveld, Joseph', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Nagourney, Adam', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Berke, Richard L', 'rank': 4, 'major': 'N'}]",Summary,"{'main': 'Close Enough to Call Back', 'kicker': 'In Times Past', 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}",2023-10-01T07:00:42+0000,0.9957862496376038,0.004213718697428703,-0.9915725309401751
"In a war built around artillery, tanks, drones and cruise missiles, the role of the sniper, unseen and lethal, occupies an often overlooked but essential part of the battlefield.","[{'name': 'subject', 'value': 'Russian Invasion of Ukraine (2022)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Defense and Military Forces', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Ukraine', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'Russia', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Drones (Pilotless Planes)', 'rank': 5, 'major': 'N'}]",Foreign,"{'main': 'Four Seconds to Impact: On the Front Line With Ukraine’s Snipers', 'kicker': None, 'content_kicker': None, 'print_headline': 'Day of the Unsung Ukrainian Sniper: Hiding and Waiting to Shoot', 'name': None, 'seo': None, 'sub': None}",2023-10-01T07:00:45+0000,0.007190648932009935,0.9928094148635864,0.9856187659315765
Sarah Burton says goodbye to Alexander McQueen with a triumphant collection; Gabriela Hearst departs Chloé.,"[{'name': 'subject', 'value': 'Fashion and Apparel', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Textiles', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Women and Girls', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'Alexander McQueen Ltd', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'Chloe (Fashion Label)', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Burton, Sarah (1974- )', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'Hearst, Gabriela', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'your-feed-fashion', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'Paris Fashion Week', 'rank': 9, 'major': 'N'}]",Styles,"{'main': 'Farewell to a Woman in Full', 'kicker': '`Fashion Review', 'content_kicker': None, 'print_headline': 'Collections Serve to Frame Two Departures', 'name': None, 'seo': None, 'sub': None}",2023-10-01T08:01:40+0000,0.021823178976774216,0.9781768321990967,0.9563536532223225
"Rohit Chopra, who leads the Consumer Financial Protection Bureau, says he is simply enforcing the law. Bankers call him reckless — a “regulator gone rogue.”","[{'name': 'persons', 'value': 'Chopra, Rohit', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Consumer Financial Protection Bureau', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Regulation and Deregulation of Industry', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Banking and Financial Institutions', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'United States Politics and Government', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Dodd-Frank Wall Street Reform and Consumer Protection Act (2010)', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'For-Profit Schools', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Payday Loans', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'Consumer Protection', 'rank': 9, 'major': 'N'}, {'name': 'organizations', 'value': 'Corinthian Colleges Inc', 'rank': 10, 'major': 'N'}, {'name': 'organizations', 'value': 'Education Department (US)', 'rank': 11, 'major': 'N'}, {'name': 'organizations', 'value': 'ITT Technical Institute', 'rank': 12, 'major': 'N'}, {'name': 'subject', 'value': 'Content Type: Personal Profile', 'rank': 13, 'major': 'N'}]",Business,"{'main': 'Wall Street’s Most Hated Regulator Faces a Fundamental Threat', 'kicker': None, 'content_kicker': None, 'print_headline': 'A Wall Street Regulator Is Facing a Crucial Threat', 'name': None, 'seo': None, 'sub': None}",2023-10-01T09:00:26+0000,0.9948307871818542,0.005169231444597244,-0.989661555737257
"A hunting contest has exposed tensions over which animals deserve protection, who gets to define humaneness and how children should be taught about conservation.","[{'name': 'subject', 'value': 'Invasive Species', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Children and Childhood', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Rural Areas', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Cats', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Hunting and Trapping', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Animal Abuse, Rights and Welfare', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Conservation of Resources', 'rank': 7, 'major': 'N'}, {'name': 'glocations', 'value': 'New Zealand', 'rank': 8, 'major': 'N'}]",Foreign,"{'main': 'Should Children Join the Killing in New Zealand’s War on Invasive Species?', 'kicker': None, 'content_kicker': None, 'print_headline': 'Where Hunting Pests Is Made a Game for Children', 'name': None, 'seo': None, 'sub': None}",2023-10-01T09:00:32+0000,0.9616149067878723,0.03838512301445007,-0.9232297837734222
