snippet,keywords,news_desk,headline,pub_date,negative,positive,sentiment_score
A blueprint reviewed by The Times laid out the attack in detail. Israeli officials dismissed it as aspirational and ignored specific warnings.,"[{'name': 'subject', 'value': 'Israel-Gaza War (2023- )', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Israel', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Defense and Military Forces', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Espionage and Intelligence Services', 'rank': 4, 'major': 'N'}, {'name': 'glocations', 'value': 'Gaza Strip', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'Hamas', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Terrorism', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Border Barriers', 'rank': 8, 'major': 'N'}]",Foreign,"{'main': 'Israel Knew Hamas’s Attack Plan More Than a Year Ago', 'kicker': None, 'content_kicker': None, 'print_headline': 'Israelis Saw Plan For Hamas Atttack Over a Year Ago', 'name': None, 'seo': None, 'sub': None}",2023-12-01T00:16:08+0000,0.9875624179840088,0.012437553144991398,-0.9751248648390174
"TikTok, which is owned by the Chinese company ByteDance, has been locked in a legal battle with Montana since the state passed the ban in April.","[{'name': 'organizations', 'value': 'TikTok (ByteDance)', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Beijing Bytedance Technology Co Ltd', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Montana', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Molloy, Donald W', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Knudsen, Austin', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Decisions and Verdicts', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Social Media', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Computers and the Internet', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'Law and Legislation', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'Suits and Litigation (Civil)', 'rank': 10, 'major': 'N'}, {'name': 'subject', 'value': 'Mobile Applications', 'rank': 11, 'major': 'N'}, {'name': 'subject', 'value': 'Freedom of Speech and Expression', 'rank': 12, 'major': 'N'}, {'name': 'subject', 'value': 'Regulation and Deregulation of Industry', 'rank': 13, 'major': 'N'}, {'name': 'subject', 'value': 'Data-Mining and Database Marketing', 'rank': 14, 'major': 'N'}, {'name': 'subject', 'value': 'First Amendment (US Constitution)', 'rank': 15, 'major': 'N'}]",Business,"{'main': 'Judge Halts TikTok Ban in Montana', 'kicker': None, 'content_kicker': None, 'print_headline': 'Judge in Montana Halts A Statewide TikTok Ban', 'name': None, 'seo': None, 'sub': None}",2023-12-01T00:16:41+0000,0.9913996458053589,0.008600360713899136,-0.9827992850914598
"President Biden recommitted to a promise to invest in the continent, as the United States has lagged behind Russia and China in competing for influence.","[{'name': 'subject', 'value': 'United States Politics and Government', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'United States International Relations', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Foreign Investments', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Biden, Joseph R Jr', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'United States Defense and Military Forces', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Lourenco, Joao', 'rank': 6, 'major': 'N'}, {'name': 'glocations', 'value': 'Angola', 'rank': 7, 'major': 'N'}, {'name': 'glocations', 'value': 'AFRICA', 'rank': 8, 'major': 'N'}]",Washington,"{'main': 'Biden Hosts Angola’s President, Seeking to Strengthen Africa Ties', 'kicker': None, 'content_kicker': None, 'print_headline': 'Biden, With Angolan Leader, Tries to Build Up Africa Ties', 'name': None, 'seo': None, 'sub': None}",2023-12-01T00:35:41+0000,0.004848196636885405,0.9951517581939697,0.9903035615570843
The charges illustrate how complicated it can be for American presidents to balance their relationships with deeply imperfect allies.,"[{'name': 'subject', 'value': 'Assassinations and Attempted Assassinations', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'United States International Relations', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'United States Politics and Government', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Sikhs and Sikhism', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'Justice Department', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Espionage and Intelligence Services', 'rank': 6, 'major': 'N'}, {'name': 'glocations', 'value': 'Canada', 'rank': 7, 'major': 'N'}, {'name': 'glocations', 'value': 'India', 'rank': 8, 'major': 'N'}, {'name': 'glocations', 'value': 'New York State', 'rank': 9, 'major': 'N'}]",Washington,"{'main': 'Alleged Assassination Plot on U.S. Soil Tests Biden’s Bond With India’s Leader', 'kicker': None, 'content_kicker': None, 'print_headline': 'Brazen Scheme Could Strain Biden’s Bond With Modi', 'name': None, 'seo': None, 'sub': None}",2023-12-01T00:54:11+0000,0.760956346988678,0.2390436828136444,-0.5219126641750336
Secretary of State Antony J. Blinken met with Israeli officials and a Palestinian leader on Thursday to seek improved conditions for Gaza’s civilians and to try to exert influence over Israel’s expected military offensive.,"[{'name': 'subject', 'value': 'Israel-Gaza War (2023- )', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Israel', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Defense and Military Forces', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Kidnapping and Hostages', 'rank': 4, 'major': 'N'}, {'name': 'glocations', 'value': 'Gaza Strip', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'Hamas', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Terrorism', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Palestinians', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'Prisons and Prisoners', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'Civilian Casualties', 'rank': 10, 'major': 'N'}, {'name': 'subject', 'value': 'Deaths (Fatalities)', 'rank': 11, 'major': 'N'}, {'name': 'subject', 'value': 'Politics and Government', 'rank': 12, 'major': 'N'}, {'name': 'persons', 'value': 'Blinken, Antony J', 'rank': 13, 'major': 'N'}, {'name': 'organizations', 'value': 'State Department', 'rank': 14, 'major': 'N'}, {'name': 'subject', 'value': 'United States International Relations', 'rank': 15, 'major': 'N'}]",Foreign,"{'main': 'Blinken Urges Israel to Take Concrete Steps to Aid Civilians as More Hostages Are Freed', 'kicker': None, 'content_kicker': None, 'print_headline': 'U.S. Urges Israel to Protect Civilians When War Restarts', 'name': None, 'seo': None, 'sub': None}",2023-12-01T01:05:19+0000,0.9199827909469604,0.08001718670129776,-0.8399656042456627
"After receiving the final rose in the “Golden Bachelor,” Ms. Nist, 70, spoke about getting to know her new fiancé. First order of business: teaching him how to pronounce her name.","[{'name': 'subject', 'value': 'Reality Television', 'rank': 1, 'major': 'N'}, {'name': 'creative_works', 'value': 'The Golden Bachelor (TV Program)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Turner, Gerry (The Golden Bachelor)', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Dating and Relationships', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Age, Chronological', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Ratings (Audience Measurement)', 'rank': 6, 'major': 'N'}]",Styles,"{'main': 'Theresa Nist ‘Never Expected to Get to This Part’', 'kicker': None, 'content_kicker': None, 'print_headline': 'Even When Golden, Love Can Be Messy', 'name': None, 'seo': None, 'sub': None}",2023-12-01T02:40:35+0000,0.001451405230909586,0.9985485672950745,0.9970971620641649
"Shortly after meeting online, Julia Elbaba traveled from New York to Virginia to see Matthew Nevulis. When the Covid lockdown began, seven days extended into three months of living together.","[{'name': 'subject', 'value': 'Weddings and Engagements', 'rank': 1, 'major': 'N'}]",Styles,"{'main': 'Game, Set and a Match for a Former Tennis Pro', 'kicker': 'Mini-Vows', 'content_kicker': None, 'print_headline': 'Game, Set and a Match for a Former Tennis Pro', 'name': None, 'seo': None, 'sub': None}",2023-12-01T05:00:18+0000,0.8362541198730469,0.1637459248304367,-0.6725081950426102
Joan Weidner and Chris Meyer met last year on a Princeton alumni hiking trip — their first vacation since their spouses had died.,"[{'name': 'subject', 'value': 'Weddings and Engagements', 'rank': 1, 'major': 'N'}]",Styles,"{'main': 'A New Journey After Two Long and Happy Marriages', 'kicker': 'mini-vows', 'content_kicker': None, 'print_headline': 'A New Journey After Two Long and Happy Marriages', 'name': None, 'seo': None, 'sub': None}",2023-12-01T05:00:18+0000,0.0010395556455478072,0.9989603757858276,0.9979208201402798
"Rahul Chatterjee had a special surprise for Christie Houlihan on their first date in June 2022, one that left her in tears.","[{'name': 'subject', 'value': 'Weddings and Engagements', 'rank': 1, 'major': 'N'}]",Styles,"{'main': 'It All Started With a Bottle of Shalimar', 'kicker': 'Mini-Vows', 'content_kicker': None, 'print_headline': 'It All Started With a Bottle of Shalimar Perfume', 'name': None, 'seo': None, 'sub': None}",2023-12-01T05:00:18+0000,0.00035421660868451,0.9996458292007446,0.9992916125920601
"If that’s how our friends saw us, I couldn’t bear it.","[{'name': 'subject', 'value': 'Love (Emotion)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Dating and Relationships', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Obesity', 'rank': 3, 'major': 'N'}]",Styles,"{'main': 'Were We the ‘Fat Couple’?', 'kicker': 'Modern Love', 'content_kicker': None, 'print_headline': 'Struggling to Speak About an Unhealthy Situation', 'name': None, 'seo': None, 'sub': None}",2023-12-01T05:00:19+0000,0.9977719187736511,0.0022280800621956587,-0.9955438387114555
